310519 0155   0.000  68.433  12.994   0.000  30.994   0.000  39.222   4.207   3.494   0.000   0.000   4.207   0.935   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0156   0.000  68.433  12.975   0.000  31.172   0.000  39.222   4.207   3.494   0.000   0.000   4.180   0.935   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0157   0.000  68.433  12.961   0.000  31.103   0.000  39.222   4.207   3.494   0.000   0.000   4.220   0.935   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0158   0.000  68.433  12.868   0.000  31.008   0.000  39.222   4.205   3.494   0.000   0.000   4.190   0.930   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0159   0.000  68.433  12.938   0.000  30.817   0.000  39.222   4.207   3.494   0.000   0.000   4.227   0.930   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0200   0.000  68.433  12.938   0.000  30.613   0.000  39.222   4.207   3.494   0.000   0.000   4.187   0.930   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0201   0.000  68.433  12.878   0.000  30.476   0.000  39.097   4.207   3.494   0.000   0.000   4.230   0.930   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0202   0.000  68.433  12.929   0.000  30.613   0.000  39.097   4.207   3.494   0.000   0.000   4.185   0.930   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0203   0.000  68.433  12.878   0.000  30.149   0.000  39.097   4.207   3.494   0.000   0.000   4.232   0.930   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0204   0.000  68.433  12.831   0.000  30.081   0.000  39.097   4.207   3.494   0.000   0.000   4.182   0.930   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0205   0.000  68.433  12.915   0.000  30.245   0.000  39.097   4.207   3.494   0.000   0.000   4.235   0.926   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0206   0.000  68.433  12.813   0.000  29.863   0.000  39.097   4.207   3.494   0.000   0.000   4.180   0.926   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
310519 0207   0.000  68.433  12.771   0.000  29.822   0.000  39.097   4.207   3.494   0.000   0.000   4.235   0.926   0.000   0.000   0.000   0.000   0.000   0.000 00 100 20 066 0 022 0 0 0 000 000 000 000 
